StableId	Symbol	t
ENSG00000120306	CYSTM1	4.21303867
ENSG00000253598	SLC10A5	4.20854629
ENSG00000173597	SULT1B1	4.206618712
ENSG00000130529	TRPM4	4.185720066
ENSG00000260787	RP11-797A18.4	4.17860272
ENSG00000180061	TMEM150B	4.172866798
ENSG00000125744	RTN2	4.157624277
ENSG00000224511	LINC00365	4.150619244
ENSG00000135773	CAPN9	4.149508311
ENSG00000105289	TJP3	4.140773879
ENSG00000165626	BEND7	4.136415346
ENSG00000102362	SYTL4	4.13259571
ENSG00000003249	DBNDD1	4.12576709
ENSG00000177459	C8orf47	4.124392408
ENSG00000249948	GBA3	4.12066725
ENSG00000176595	KBTBD11	4.088084753
ENSG00000263429	LINC00675	4.084688656
ENSG00000149782	PLCB3	4.076192738
ENSG00000165023	DIRAS2	4.065271145
ENSG00000086548	CEACAM6	4.064819251
ENSG00000176532	PRR15	4.056227789
ENSG00000107281	NPDC1	4.0456417
ENSG00000181234	TMEM132C	4.036562102
ENSG00000183067	IGSF5	4.035875419
ENSG00000127528	KLF2	4.02373199
ENSG00000042445	RETSAT	4.02079191
ENSG00000259933	RP11-304L19.1	4.013794849
ENSG00000262188	RP11-353N14.4	4.013226882
ENSG00000230316	FEZF1-AS1	4.012469981
ENSG00000175130	MARCKSL1	3.989672061
ENSG00000135127	CCDC64	3.986495665
ENSG00000155980	KIF5A	3.971271732
ENSG00000166866	MYO1A	3.967550534
ENSG00000155093	PTPRN2	3.956815211
ENSG00000250742	RP11-834C11.4	3.954791316
ENSG00000108352	RAPGEFL1	3.950997779
ENSG00000170439	METTL7B	3.947989404
ENSG00000254827	SLC22A18AS	3.944240187
ENSG00000164403	SHROOM1	3.943624742
ENSG00000196975	ANXA4	3.940926026
ENSG00000229155	RP11-528A4.2	3.938794322
ENSG00000118322	ATP10B	3.93578464
ENSG00000002726	ABP1	3.929548934
ENSG00000225969	ABHD11-AS1	3.928814433
ENSG00000213781	PSMC1P2	3.922276777
ENSG00000267080	CTB-175E5.4	3.919213424
ENSG00000143416	SELENBP1	3.908204135
ENSG00000158856	EPB49	3.903718953
ENSG00000102053	ZC3H12B	3.89452875
ENSG00000151778	SERP2	3.892114004
ENSG00000164976	KIAA1161	3.882380855
ENSG00000185015	CA13	3.878822021
ENSG00000165810	BTNL9	3.87386098
ENSG00000139835	GRTP1	3.872114276
ENSG00000135437	RDH5	3.872000284
ENSG00000086696	HSD17B2	3.871622893
ENSG00000063176	SPHK2	3.858003368
ENSG00000136059	VILL	3.856156464
ENSG00000236699	ARHGEF38	3.855186662
ENSG00000106351	AGFG2	3.850976589
ENSG00000135697	BCMO1	3.840494084
ENSG00000173926	MARCH3	3.83419169
ENSG00000113361	CDH6	3.828010035
ENSG00000162817	C1orf115	3.826742828
ENSG00000080031	PTPRH	3.824600903
ENSG00000105963	ADAP1	3.824349508
ENSG00000179546	HTR1D	3.818431656
ENSG00000146955	RAB19	3.814554189
ENSG00000137709	POU2F3	3.809996196
ENSG00000015520	NPC1L1	3.809240108
ENSG00000163501	IHH	3.799090778
ENSG00000164078	MST1R	3.792426003
ENSG00000129465	RIPK3	3.791124494
ENSG00000142484	TM4SF5	3.786286812
ENSG00000114378	HYAL1	3.784989402
ENSG00000079112	CDH17	3.778230005
ENSG00000149260	CAPN5	3.773441208
ENSG00000261690	AC009133.12	3.767301872
ENSG00000237523	RP11-40F6.2	3.766155474
ENSG00000186115	CYP4F2	3.765255301
ENSG00000106688	SLC1A1	3.759556521
ENSG00000108846	ABCC3	3.759022404
ENSG00000168743	NPNT	3.755229943
ENSG00000262839	RP11-297D21.3	3.755223929
ENSG00000228037	RP3-395M20.9	3.752590461
ENSG00000249923	XXbac-B444P24.8	3.752040144
ENSG00000203697	CAPN8	3.750443607
ENSG00000198758	EPS8L3	3.749532011
ENSG00000054179	ENTPD2	3.746692275
ENSG00000223572	CKMT1A	3.743347309
ENSG00000176842	IRX5	3.735586582
ENSG00000099282	TSPAN15	3.732699819
ENSG00000148584	A1CF	3.723818296
ENSG00000158715	SLC45A3	3.716196413
ENSG00000198429	ZNF69	3.714278453
ENSG00000183317	EPHA10	3.710140354
ENSG00000103460	TOX3	3.708274019
ENSG00000236233	RP11-12A20.7	3.706736878
ENSG00000228903	RASA4CP	3.699367056
ENSG00000134627	PIWIL4	3.695723749
ENSG00000196260	SFTA2	3.695707668
ENSG00000105388	CEACAM5	3.69442981
ENSG00000189045	ANKDD1B	3.690886169
ENSG00000099812	C19orf21	3.68560997
ENSG00000164120	HPGD	3.68457849
ENSG00000138193	PLCE1	3.683924387
ENSG00000150594	ADRA2A	3.683006804
ENSG00000064787	BCAS1	3.681089934
ENSG00000172831	CES2	3.674427143
ENSG00000066405	CLDN18	3.672962832
ENSG00000198074	AKR1B10	3.672725382
ENSG00000187715	KBTBD12	3.668785634
ENSG00000166143	PPP1R14D	3.665305859
ENSG00000169903	TM4SF4	3.657275192
ENSG00000099834	CDHR5	3.657004714
ENSG00000164690	SHH	3.654157483
ENSG00000119782	FKBP1B	3.652908726
ENSG00000204616	TRIM31	3.652467174
ENSG00000181577	C6orf223	3.649262401
ENSG00000137825	ITPKA	3.648474768
ENSG00000179603	GRM8	3.642971018
ENSG00000197496	SLC2A10	3.64154622
ENSG00000131037	EPS8L1	3.640336144
ENSG00000124920	C11orf9	3.639955844
ENSG00000116704	SLC35D1	3.631884955
ENSG00000102934	PLLP	3.623445603
ENSG00000244503	RP11-278L15.6	3.619235802
ENSG00000260461	RP11-541N10.3	3.611644539
ENSG00000105650	PDE4C	3.610695845
ENSG00000204991	SPIRE2	3.602704543
ENSG00000198203	SULT1C2	3.60017016
ENSG00000145103	ILDR1	3.599342425
ENSG00000135100	HNF1A	3.599017744
ENSG00000188959	C9orf152	3.595097851
ENSG00000145287	PLAC8	3.593660739
ENSG00000153904	DDAH1	3.589894941
ENSG00000176387	HSD11B2	3.588777741
ENSG00000145920	CPLX2	3.587031055
ENSG00000145703	IQGAP2	3.584969836
ENSG00000117480	FAAH	3.57522407
ENSG00000214376	VSTM5	3.573569853
ENSG00000259498	RP11-244F12.3	3.571780637
ENSG00000134398	ERN2	3.571555727
ENSG00000121900	TMEM54	3.568967866
ENSG00000267596	CCL15	3.565434254
ENSG00000259674	RP11-356M20.1	3.563824916
ENSG00000156026	MCU	3.562675332
ENSG00000134193	REG4	3.560190962
ENSG00000136052	SLC41A2	3.554240782
ENSG00000169894	MUC3A	3.546062449
ENSG00000009950	MLXIPL	3.541941496
ENSG00000198106	SNX29P2	3.540172905
ENSG00000128564	VGF	3.539581114
ENSG00000160182	TFF1	3.527736707
ENSG00000166959	MS4A8B	3.517239024
ENSG00000178623	GPR35	3.51275213
ENSG00000198944	SOWAHA	3.507386401
ENSG00000142661	MYOM3	3.50568044
ENSG00000186212	SOWAHB	3.505137625
ENSG00000233542	RP11-547D24.1	3.504543746
ENSG00000086289	EPDR1	3.504046641
ENSG00000137501	SYTL2	3.500133435
ENSG00000189325	C6orf222	3.493928951
ENSG00000175538	KCNE3	3.492598398
ENSG00000167117	LINC00483	3.48724989
ENSG00000248771	RP11-294O2.2	3.479788202
ENSG00000204959	RP4-798C17.5	3.476574889
ENSG00000014914	MTMR11	3.476453194
ENSG00000119431	HDHD3	3.474102416
ENSG00000233393	AP000688.29	3.473038388
ENSG00000196188	CTSE	3.464966679
ENSG00000241635	UGT1A1	3.461877076
ENSG00000128833	MYO5C	3.461043426
ENSG00000168350	DEGS2	3.460203769
ENSG00000131831	RAI2	3.453014401
ENSG00000076826	CAMSAP3	3.44984804
ENSG00000237289	CKMT1B	3.448369282
ENSG00000114455	HHLA2	3.447483167
ENSG00000188126	MYO15B	3.44578135
ENSG00000185442	FAM174B	3.439630715
ENSG00000137171	KLC4	3.438586558
ENSG00000139874	SSTR1	3.438498876
ENSG00000198208	RPS6KL1	3.437375252
ENSG00000140297	GCNT3	3.436042613
ENSG00000167600	CYP2S1	3.429222716
ENSG00000215346	AF131215.5	3.419234231
ENSG00000267940	RP11-290F24.6	3.413677557
ENSG00000125378	BMP4	3.413551336
ENSG00000116183	PAPPA2	3.412557148
ENSG00000128268	MGAT3	3.40821419
ENSG00000156510	HKDC1	3.404142125
ENSG00000159409	CELF3	3.402356919
ENSG00000166924	NYAP1	3.395290743
ENSG00000181019	NQO1	3.393719576
ENSG00000160190	SLC37A1	3.392104833
ENSG00000166582	CENPV	3.385000933
ENSG00000170786	SDR16C5	3.38385396
ENSG00000019505	SYT13	3.377764355
ENSG00000145819	ARHGAP26	3.376534124
ENSG00000170537	TMC7	3.376369361
ENSG00000128203	ASPHD2	3.374739943
ENSG00000162779	AXDND1	3.374373036
ENSG00000163817	SLC6A20	3.368653856
ENSG00000111275	ALDH2	3.368615554
ENSG00000101605	MYOM1	3.364711844
ENSG00000234425	RP11-528G1.2	3.362950423
ENSG00000237070	AC005550.3	3.358723186
ENSG00000023171	GRAMD1B	3.356897982
ENSG00000268225	CTD-2331H12.5	3.35604628
ENSG00000120093	HOXB3	3.350919048
ENSG00000166111	SVOP	3.350345897
ENSG00000203799	CCDC162P	3.348998723
ENSG00000106789	CORO2A	3.344081533
ENSG00000238164	RP3-395M20.8	3.342526739
ENSG00000159314	ARHGAP27	3.33486018
ENSG00000237512	RP11-790G19.2	3.33438055
ENSG00000260391	RP11-71H17.7	3.33385505
ENSG00000214780	AP002380.1	3.333277883
ENSG00000170915	PAQR8	3.331952983
ENSG00000187699	C2orf88	3.331710254
ENSG00000143850	PLEKHA6	3.326892756
ENSG00000160870	CYP3A7	3.325780684
ENSG00000168843	FSTL5	3.320454033
ENSG00000074276	CDHR2	3.319427268
ENSG00000257743	RP11-1220K2.2	3.316328581
ENSG00000176092	AIM1L	3.31063377
ENSG00000213793	CTD-2331H12.6	3.309945643
ENSG00000130545	CRB3	3.301701101
ENSG00000146021	KLHL3	3.301336083
ENSG00000227010	RP11-336K24.6	3.299704045
ENSG00000128886	ELL3	3.291016424
ENSG00000204128	C2orf72	3.289810544
ENSG00000159640	ACE	3.288401097
ENSG00000223813	AC007255.8	3.287629639
ENSG00000157870	FAM213B	3.286248723
ENSG00000142959	BEST4	3.283318577
ENSG00000089472	HEPH	3.28101277
ENSG00000054690	PLEKHH1	3.275844702
ENSG00000166348	USP54	3.275204797
ENSG00000151715	TMEM45B	3.274219105
ENSG00000140832	MARVELD3	3.273222504
ENSG00000237223	SULT1C2P1	3.266804772
ENSG00000211454	AKR7L	3.262604184
ENSG00000213901	SLC23A3	3.260534881
ENSG00000170075	GPR37L1	3.259685486
ENSG00000224186	CTC-203F4.1	3.256233577
ENSG00000178401	DNAJC22	3.246586959
ENSG00000106384	MOGAT3	3.242718778
ENSG00000255468	RP11-867G23.8	3.241616134
ENSG00000119547	ONECUT2	3.240522139
ENSG00000185561	TLCD2	3.240430429
ENSG00000164749	HNF4G	3.237638572
ENSG00000183914	DNAH2	3.230526491
ENSG00000141854	CTB-55O6.8	3.229118708
ENSG00000225151	AC103965.1	3.228302945
ENSG00000185002	RFX6	3.22664936
ENSG00000164099	PRSS12	3.218969579
ENSG00000141655	TNFRSF11A	3.217946168
ENSG00000127561	SYNGR3	3.217470848
ENSG00000006555	TTC22	3.217021529
ENSG00000117472	TSPAN1	3.213798691
ENSG00000261068	RP11-7K24.3	3.211743311
ENSG00000088367	EPB41L1	3.20957074
ENSG00000259120	SMIM6	3.207132358
ENSG00000259328	RP11-152F13.7	3.205149017
ENSG00000013293	SLC7A14	3.203984411
ENSG00000102678	FGF9	3.200091642
ENSG00000249853	HS3ST5	3.199646419
ENSG00000260735	RP11-72I8.1	3.197759713
ENSG00000156413	FUT6	3.194419382
ENSG00000255367	RP13-726E6.2	3.18755327
ENSG00000257178	hsa-mir-10a	3.186063836
ENSG00000260141	RP11-19N8.4	3.175421067
ENSG00000169116	PARM1	3.175281308
ENSG00000182771	GRID1	3.174881674
ENSG00000185156	MFSD6L	3.172678579
ENSG00000181751	C5orf30	3.166273595
ENSG00000106258	CYP3A5	3.159955843
ENSG00000179921	GPBAR1	3.157236278
ENSG00000196620	UGT2B15	3.156892092
ENSG00000135220	UGT2A3	3.153291202
ENSG00000214290	C11orf93	3.153192278
ENSG00000164626	KCNK5	3.150679303
ENSG00000180861	C12orf36	3.147878227
ENSG00000163873	GRIK3	3.145773922
ENSG00000128536	CDHR3	3.141688728
ENSG00000152642	GPD1L	3.139839191
ENSG00000164181	ELOVL7	3.134955676
ENSG00000151623	NR3C2	3.134569143
ENSG00000213889	PPM1N	3.133116711
ENSG00000100604	CHGA	3.128255902
ENSG00000243004	AC005062.2	3.127919887
ENSG00000142677	IL22RA1	3.12774098
ENSG00000196660	SLC30A10	3.127470311
ENSG00000178201	VN1R1	3.126025478
ENSG00000060566	CREB3L3	3.125935455
ENSG00000128298	BAIAP2L2	3.123629861
ENSG00000101076	HNF4A	3.109475703
ENSG00000103089	FA2H	3.104139556
ENSG00000233554	RP11-326F20.5	3.102626559
ENSG00000102854	MSLN	3.098857206
ENSG00000073605	GSDMB	3.097276049
ENSG00000266714	MYO15B	3.097216453
ENSG00000180525	C10orf108	3.097025579
ENSG00000214814	FER1L6	3.095102954
ENSG00000115263	GCG	3.093981457
ENSG00000138771	SHROOM3	3.090463337
ENSG00000163072	NOSTRIN	3.086638595
ENSG00000130164	LDLR	3.085711464
ENSG00000167588	GPD1	3.084921137
ENSG00000137834	SMAD6	3.084494851
ENSG00000140479	PCSK6	3.080541045
ENSG00000138162	TACC2	3.079133525
ENSG00000128242	GAL3ST1	3.07806424
ENSG00000156463	SH3RF2	3.075785504
ENSG00000109511	ANXA10	3.073954786
ENSG00000136698	CFC1	3.071844584
ENSG00000183960	KCNH8	3.071084479
ENSG00000185087	FAM169B	3.068361881
ENSG00000232400	RAD17P1	3.067202137
ENSG00000178750	STX19	3.066996659
ENSG00000167183	PRR15L	3.066300461
ENSG00000139515	PDX1	3.063473887
ENSG00000166510	CCDC68	3.06345713
ENSG00000213822	CEACAM18	3.063324498
ENSG00000115648	MLPH	3.061157163
ENSG00000163362	C1orf106	3.05760187
ENSG00000143167	GPA33	3.050142212
ENSG00000258311	RP11-644F5.10	3.046670131
ENSG00000090776	EFNB1	3.041413066
ENSG00000176153	GPX2	3.036213917
ENSG00000136379	FAM108C1	3.036061114
ENSG00000237125	RP11-471J12.1	3.034885562
ENSG00000180071	ANKRD18A	3.032592785
ENSG00000140274	DUOXA2	3.029054258
ENSG00000143375	CGN	3.02863351
ENSG00000154310	TNIK	3.026809345
ENSG00000185737	NRG3	3.025980104
ENSG00000254556	AF131215.4	3.023299564
ENSG00000101049	SGK2	3.023057166
ENSG00000169435	RASSF6	3.02118857
ENSG00000161574	CCL15-CCL14	3.016040318
ENSG00000184545	DUSP8	3.015805623
ENSG00000125775	SDCBP2	3.015255869
ENSG00000168955	TM4SF20	3.012219574
ENSG00000137251	TINAG	3.011407942
ENSG00000137648	TMPRSS4	3.009666405
ENSG00000171533	MAP6	3.007682321
ENSG00000183715	OPCML	3.00219864
ENSG00000260337	RP11-386M24.6	2.9966508
ENSG00000166206	GABRB3	2.996577762
ENSG00000125207	PIWIL1	2.995380194
ENSG00000146054	TRIM7	2.985994801
ENSG00000115616	SLC9A2	2.984711036
ENSG00000181350	FAM211A	2.976399635
ENSG00000103316	CRYM	2.973976801
ENSG00000140284	SLC27A2	2.969774721
ENSG00000196090	PTPRT	2.968081505
ENSG00000107242	PIP5K1B	2.966176692
ENSG00000204610	TRIM15	2.965020166
ENSG00000235142	RP1-60O19.1	2.962867372
ENSG00000006611	USH1C	2.962708433
ENSG00000140323	DISP2	2.961181634
ENSG00000183454	GRIN2A	2.958404697
ENSG00000133056	PIK3C2B	2.958343414
ENSG00000172927	MYEOV	2.95787678
ENSG00000184669	OR7E14P	2.956579391
ENSG00000157388	CACNA1D	2.956040914
ENSG00000224950	RP5-1086K13.1	2.955904623
ENSG00000115590	IL1R2	2.953823489
ENSG00000204740	C10orf112	2.950486644
ENSG00000214274	ANG	2.949741767
ENSG00000197991	PCDH20	2.948077481
ENSG00000205922	ONECUT3	2.943989034
ENSG00000156475	PPP2R2B	2.940470114
ENSG00000166016	ABTB2	2.939013646
ENSG00000119514	GALNT12	2.935940445
ENSG00000095981	KCNK16	2.935333039
ENSG00000265787	CYP4F35P	2.93442246
ENSG00000146151	HMGCLL1	2.933788432
ENSG00000128311	TST	2.933196715
ENSG00000060709	RIMBP2	2.931062301
ENSG00000162069	CCDC64B	2.927566351
ENSG00000176678	FOXL1	2.927047858
ENSG00000170271	C5orf4	2.925208506
ENSG00000254959	INMT-FAM188B	2.924545339
ENSG00000171811	TTC40	2.92112774
ENSG00000183793	PKD1P1	2.917104325
ENSG00000105357	MYH14	2.916917258
ENSG00000186648	LRRC16B	2.915820317
ENSG00000147206	NXF3	2.915314886
ENSG00000095932	C19orf77	2.912556704
ENSG00000237357	RP11-475I24.3	2.910059072
ENSG00000164061	BSN	2.908647958
ENSG00000139220	PPFIA2	2.902410196
ENSG00000133135	RNF128	2.901735574
ENSG00000170190	SLC16A5	2.901446024
ENSG00000163251	FZD5	2.901311911
ENSG00000120756	PLS1	2.899126456
ENSG00000162078	ZG16B	2.895629526
ENSG00000136153	LMO7	2.895587622
ENSG00000165152	TMEM246	2.89381328
ENSG00000129270	MMP28	2.89338382
ENSG00000106003	LFNG	2.891665719
ENSG00000139988	RDH12	2.887630723
ENSG00000182795	C1orf116	2.882315029
ENSG00000188277	C15orf62	2.88171405
ENSG00000269430	LRRC3DN	2.878312106
ENSG00000169562	GJB1	2.87699719
ENSG00000131781	FMO5	2.861365009
ENSG00000163624	CDS1	2.859849508
ENSG00000177511	ST8SIA3	2.859331896
ENSG00000137261	KIAA0319	2.854595859
ENSG00000215045	GRID2IP	2.854443714
ENSG00000158683	PKD1L1	2.852753046
ENSG00000164756	SLC30A8	2.851409093
ENSG00000181754	AMIGO1	2.849161622
ENSG00000162482	AKR7A3	2.848170873
ENSG00000162878	PKDCC	2.845345203
ENSG00000169891	REPS2	2.845234723
ENSG00000102996	MMP15	2.841854863
ENSG00000269189	RP11-573N10.1	2.841803863
ENSG00000164251	F2RL1	2.838786776
ENSG00000130940	CASZ1	2.835370554
ENSG00000126016	AMOT	2.831937333
ENSG00000152254	G6PC2	2.829852901
ENSG00000085552	IGSF9	2.824119772
ENSG00000174939	ASPHD1	2.822754305
ENSG00000262160	RP11-96D1.11	2.822623056
ENSG00000177181	RIMKLA	2.8226094
ENSG00000181652	ATG9B	2.821039266
ENSG00000248663	CTC-504A5.1	2.820734402
ENSG00000234771	RP11-395P17.3	2.812463107
ENSG00000112782	CLIC5	2.811618588
ENSG00000181039	ANKRD34A	2.810699315
ENSG00000215769	hsa-mir-6080	2.810020288
ENSG00000185761	ADAMTSL5	2.807790239
ENSG00000164237	CMBL	2.804766251
ENSG00000224259	RP11-48O20.4	2.804490104
ENSG00000130943	PKDREJ	2.803218521
ENSG00000164107	HAND2	2.800970706
ENSG00000163499	CRYBA2	2.800450393
ENSG00000163618	CADPS	2.799702742
ENSG00000019102	VSIG2	2.79586542
ENSG00000127324	TSPAN8	2.79488755
ENSG00000181649	PHLDA2	2.794166942
ENSG00000140279	DUOX2	2.79303642
ENSG00000181784	RNASE4	2.788435974
ENSG00000260432	RP11-297M9.2	2.787489549
ENSG00000141837	CACNA1A	2.787142497
ENSG00000116883	AL591845.1	2.783654918
ENSG00000178826	TMEM139	2.783036984
ENSG00000255191	RP11-626H12.1	2.781364094
ENSG00000183742	MACC1	2.779058124
ENSG00000258461	RP11-164J13.1	2.776953875
ENSG00000132872	SYT4	2.776642254
ENSG00000147724	FAM135B	2.77406765
ENSG00000178597	PSAPL1	2.773583892
ENSG00000170608	FOXA3	2.773456489
ENSG00000261713	SSTR5-AS1	2.768480955
ENSG00000177875	C12orf68	2.766907513
ENSG00000261502	RP11-96H17.2	2.759150647
ENSG00000143013	LMO4	2.752039415
ENSG00000160862	AZGP1	2.750806504
ENSG00000168658	VWA3B	2.749414435
ENSG00000169507	SLC38A11	2.748098046
ENSG00000125851	PCSK2	2.746819833
ENSG00000006025	OSBPL7	2.744118807
ENSG00000204385	SLC44A4	2.742251974
ENSG00000103723	AP3B2	2.740313117
ENSG00000139910	NOVA1	2.739364276
ENSG00000080854	IGSF9B	2.737866612
ENSG00000103888	KIAA1199	2.735305809
ENSG00000181409	AATK	2.73276925
ENSG00000243135	UGT1A3	2.732422725
ENSG00000129990	SYT5	2.730693793
ENSG00000179399	GPC5	2.730496756
ENSG00000066230	SLC9A3	2.730392643
ENSG00000157470	FAM81A	2.728628889
ENSG00000100170	SLC5A1	2.726014394
ENSG00000266010	RP11-627G18.3	2.7243734
ENSG00000259472	RP13-996F3.3	2.719389568
ENSG00000163082	SGPP2	2.71850987
ENSG00000134716	CYP2J2	2.715823114
ENSG00000183091	NEB	2.713636751
ENSG00000169213	RAB3B	2.710470606
ENSG00000106404	CLDN15	2.709896843
ENSG00000181877	AC092535.1	2.709618526
ENSG00000113231	PDE8B	2.70938104
ENSG00000167608	TMC4	2.708470151
ENSG00000184672	RALYL	2.705411465
ENSG00000241388	HNF1A-AS1	2.70195578
ENSG00000106541	AGR2	2.701236099
ENSG00000152578	GRIA4	2.699620253
ENSG00000196826	ZNF709	2.69762879
ENSG00000079435	LIPE	2.697089109
ENSG00000227053	RP11-395B7.4	2.696563217
ENSG00000225345	SNX18P3	2.695872459
ENSG00000118271	TTR	2.695179838
ENSG00000165125	TRPV6	2.694786818
ENSG00000187720	THSD4	2.694684076
ENSG00000178171	FAM123C	2.694315811
ENSG00000179292	TMEM151A	2.693291475
ENSG00000254936	AF131215.3	2.693189387
ENSG00000150526	MIA2	2.689494972
ENSG00000041353	RAB27B	2.681622379
ENSG00000165140	FBP1	2.678482411
ENSG00000101213	PTK6	2.675920491
ENSG00000183044	ABAT	2.671915443
ENSG00000172508	CARNS1	2.6716599
ENSG00000124939	SCGB2A1	2.664851656
ENSG00000160867	FGFR4	2.662645745
ENSG00000229153	EPHA1-AS1	2.661261202
ENSG00000163735	CXCL5	2.659899952
ENSG00000166816	LDHD	2.659893606
ENSG00000141576	RNF157	2.659428995
ENSG00000186564	FOXD2	2.656683462
ENSG00000168280	KIF5C	2.656385111
ENSG00000159784	FAM131B	2.654069286
ENSG00000112214	FHL5	2.653867037
ENSG00000148798	INA	2.652646333
ENSG00000138079	SLC3A1	2.650925527
ENSG00000112246	SIM1	2.650377295
ENSG00000188761	BCL2L15	2.649557791
ENSG00000227953	RP11-439E19.3	2.647820782
ENSG00000171435	KSR2	2.64357378
ENSG00000254918	RP11-259P6.1	2.643222897
ENSG00000203943	SAMD13	2.642975498
ENSG00000170703	TTLL6	2.634991916
ENSG00000145642	FAM159B	2.634553914
ENSG00000204396	VWA7	2.625659999
ENSG00000157005	SST	2.624062339
ENSG00000186188	O3FAR1	2.621899966
ENSG00000047648	ARHGAP6	2.620727437
ENSG00000176928	GCNT4	2.617982587
ENSG00000197520	FAM177B	2.612883513
ENSG00000177098	SCN4B	2.611471505
ENSG00000168952	STXBP6	2.60745828
ENSG00000135312	HTR1B	2.605807472
ENSG00000132437	DDC	2.604096529
ENSG00000186007	LEMD1	2.603413858
ENSG00000100095	SEZ6L	2.602758955
ENSG00000077063	CTTNBP2	2.601872101
ENSG00000138152	BTBD16	2.598870788
ENSG00000174502	SLC26A9	2.597953613
ENSG00000184012	TMPRSS2	2.597004601
ENSG00000253958	CLDN23	2.596996502
ENSG00000204174	PPYR1	2.596243061
ENSG00000163701	IL17RE	2.59429092
ENSG00000162461	SLC25A34	2.593156751
ENSG00000188242	CTD-2228K2.5	2.592407305
ENSG00000135447	PPP1R1A	2.590628656
ENSG00000259581	TYRO3P	2.590205736
ENSG00000124602	UNC5CL	2.589614788
ENSG00000084734	GCKR	2.587617465
ENSG00000198756	GLT25D2	2.58526922
ENSG00000260585	RP13-192B19.2	2.582612662
ENSG00000214193	SH3D21	2.581201163
ENSG00000251034	RP11-582J16.4	2.580653429
ENSG00000124429	POF1B	2.58037243
ENSG00000131730	CKMT2	2.578284296
ENSG00000130234	ACE2	2.57793592
ENSG00000144820	GPR128	2.576321893
ENSG00000068615	REEP1	2.575839636
ENSG00000131187	F12	2.574240795
ENSG00000253368	TRNP1	2.572155642
ENSG00000185467	KPNA7	2.570207585
ENSG00000139364	TMEM132B	2.567112646
ENSG00000112175	BMP5	2.566472453
ENSG00000007952	NOX1	2.56591881
ENSG00000170044	ZPLD1	2.564815169
