StableId	Symbol	t
ENSG00000174564	IL20RB	6.372448881
ENSG00000111700	SLCO1B3	6.363419579
ENSG00000233901	RP11-65J3.1	6.353752952
ENSG00000175906	ARL4D	6.352741481
ENSG00000156110	ADK	6.351461724
ENSG00000075618	FSCN1	6.325837865
ENSG00000120708	TGFBI	6.322260286
ENSG00000134363	FST	6.317458208
ENSG00000125319	C17orf53	6.309083525
ENSG00000115963	RND3	6.275745046
ENSG00000189410	SH2D5	6.270144129
ENSG00000175550	DRAP1	6.268813424
ENSG00000138271	GPR87	6.261241368
ENSG00000222041	LINC00152	6.259231339
ENSG00000185963	BICD2	6.258070603
ENSG00000188293	IGFL1	6.248222148
ENSG00000100504	PYGL	6.239372877
ENSG00000230439	RP11-488P3.1	6.23462182
ENSG00000183196	CHST6	6.212425777
ENSG00000124343	XG	6.20671458
ENSG00000244242	IFITM10	6.123104948
ENSG00000140950	KIAA1609	6.118107553
ENSG00000164509	IL31RA	6.07048503
ENSG00000250588	IQCJ-SCHIP1	6.068549178
ENSG00000080573	COL5A3	6.067707889
ENSG00000084444	KIAA1467	6.039279194
ENSG00000131470	PSMC3IP	6.038197639
ENSG00000183760	PAPL	6.025787433
ENSG00000169750	RAC3	6.007879458
ENSG00000171680	PLEKHG5	6.007171254
ENSG00000163689	C3orf67	6.005610964
ENSG00000135046	ANXA1	5.992512988
ENSG00000188130	MAPK12	5.979777656
ENSG00000114270	COL7A1	5.970438135
ENSG00000019549	SNAI2	5.968629443
ENSG00000144136	SLC20A1	5.954336334
ENSG00000101150	TPD52L2	5.940289078
ENSG00000103404	USP31	5.898549919
ENSG00000068489	PRR11	5.898400179
ENSG00000134775	FHOD3	5.868942941
ENSG00000006118	TMEM132A	5.865939441
ENSG00000140299	BNIP2	5.858430266
ENSG00000161326	DUSP14	5.80134476
ENSG00000026508	CD44	5.798494494
ENSG00000100139	MICALL1	5.775917182
ENSG00000100503	NIN	5.772342626
ENSG00000137802	MAPKBP1	5.763784571
ENSG00000178184	PARD6G	5.735212725
ENSG00000180447	GAS1	5.730244586
ENSG00000187775	DNAH17	5.72902255
ENSG00000134757	DSG3	5.717605188
ENSG00000105376	ICAM5	5.715786431
ENSG00000147689	FAM83A	5.707602961
ENSG00000110841	PPFIBP1	5.704923419
ENSG00000168487	BMP1	5.704478048
ENSG00000164930	FZD6	5.701265286
ENSG00000116871	MAP7D1	5.688085202
ENSG00000183287	CCBE1	5.682847761
ENSG00000134538	SLCO1B1	5.675184267
ENSG00000169469	SPRR1B	5.655458764
ENSG00000150630	VEGFC	5.652311846
ENSG00000145107	TM4SF19	5.652266179
ENSG00000213923	CSNK1E	5.648309088
ENSG00000134668	SPOCD1	5.646880053
ENSG00000154920	EME1	5.646712141
ENSG00000137692	DCUN1D5	5.632158556
ENSG00000180672	AC007362.1	5.613955823
ENSG00000114554	PLXNA1	5.611925028
ENSG00000267013	CTD-2171N6.1	5.608054425
ENSG00000164086	DUSP7	5.593089297
ENSG00000197208	SLC22A4	5.59056591
ENSG00000160886	LY6K	5.579980042
ENSG00000213085	CCDC19	5.579128859
ENSG00000163568	AIM2	5.578360917
ENSG00000008083	JARID2	5.577499667
ENSG00000249992	TMEM158	5.564405543
ENSG00000173559	NABP1	5.563813449
ENSG00000026559	KCNG1	5.551875678
ENSG00000095383	TBC1D2	5.550523959
ENSG00000176749	CDK5R1	5.542445555
ENSG00000134531	EMP1	5.536921038
ENSG00000232527	RP11-14N7.2	5.520137601
ENSG00000186847	KRT14	5.517924236
ENSG00000141579	ZNF750	5.5158119
ENSG00000139926	FRMD6	5.514986247
ENSG00000163220	S100A9	5.507519984
ENSG00000092295	TGM1	5.500273689
ENSG00000051128	HOMER3	5.498196146
ENSG00000122861	PLAU	5.492341334
ENSG00000152661	GJA1	5.49121495
ENSG00000142619	PADI3	5.482321413
ENSG00000238042	RP11-815M8.1	5.458997003
ENSG00000122691	TWIST1	5.432360537
ENSG00000213190	MLLT11	5.424113136
ENSG00000144824	PHLDB2	5.421473308
ENSG00000142632	ARHGEF19	5.418377128
ENSG00000087128	TMPRSS11E	5.407633009
ENSG00000133805	AMPD3	5.400951529
ENSG00000103257	SLC7A5	5.39430184
ENSG00000071539	TRIP13	5.37434319
ENSG00000019186	CYP24A1	5.346325421
ENSG00000057019	DCBLD2	5.341729928
ENSG00000132613	MTSS1L	5.340094355
ENSG00000090659	CD209	5.337492648
ENSG00000128510	CPA4	5.329960392
ENSG00000116285	ERRFI1	5.3200121
ENSG00000172216	CEBPB	5.316780357
ENSG00000130779	CLIP1	5.316617403
ENSG00000248323	RP11-213H15.3	5.314619617
ENSG00000049541	RFC2	5.310262202
ENSG00000131969	ABHD12B	5.307280445
ENSG00000203306	AP001007.1	5.297918541
ENSG00000099917	MED15	5.291020123
ENSG00000039560	RAI14	5.288520021
ENSG00000135643	KCNMB4	5.284777283
ENSG00000029153	ARNTL2	5.280734811
ENSG00000148848	ADAM12	5.279999085
ENSG00000230838	AC093850.2	5.266867045
ENSG00000167207	NOD2	5.266576995
ENSG00000142156	COL6A1	5.253837364
ENSG00000171631	P2RY6	5.236727912
ENSG00000170465	KRT6C	5.230842552
ENSG00000164543	STK17A	5.228948178
ENSG00000111145	ELK3	5.225206466
ENSG00000118257	NRP2	5.218674062
ENSG00000171097	CCBL1	5.215306247
ENSG00000157510	AFAP1L1	5.215074874
ENSG00000069812	HES2	5.211569106
ENSG00000121621	KIF18A	5.209589586
ENSG00000136541	ERMN	5.194089978
ENSG00000141682	PMAIP1	5.193909958
ENSG00000186407	CD300E	5.191819729
ENSG00000136943	CTSL2	5.191043336
ENSG00000167656	LY6D	5.188679202
ENSG00000075420	FNDC3B	5.185093231
ENSG00000143322	ABL2	5.170843618
ENSG00000128383	APOBEC3A	5.166395402
ENSG00000169252	ADRB2	5.160489693
ENSG00000182022	CHST15	5.157367143
ENSG00000259753	ITGB3	5.155927831
ENSG00000128944	C15orf23	5.155414247
ENSG00000230002	ALMS1-IT1	5.148151187
ENSG00000158825	CDA	5.147680323
ENSG00000232679	RP11-400N13.3	5.142841565
ENSG00000180801	ARSJ	5.140314822
ENSG00000186832	KRT16	5.129542346
ENSG00000188064	WNT7B	5.126080418
ENSG00000196549	MME	5.125973548
ENSG00000075213	SEMA3A	5.115031579
ENSG00000102312	PORCN	5.110036153
ENSG00000137936	BCAR3	5.108038722
ENSG00000196839	ADA	5.10392162
ENSG00000268621	AC006262.5	5.096396199
ENSG00000118263	KLF7	5.094901537
ENSG00000165490	C11orf82	5.090029758
ENSG00000066697	MSANTD3	5.085217438
ENSG00000164520	RAET1E	5.083342088
ENSG00000241794	SPRR2A	5.083273724
ENSG00000086570	FAT2	5.075583212
ENSG00000002822	MAD1L1	5.067762836
ENSG00000106714	CNTNAP3	5.067736883
ENSG00000166130	IKBIP	5.061200322
ENSG00000152284	TCF7L1	5.043406666
ENSG00000163661	PTX3	5.035771693
ENSG00000224959	AC017002.2	5.032848471
ENSG00000180834	MAP6D1	5.029506614
ENSG00000204682	C10orf114	5.024192383
ENSG00000106268	NUDT1	5.021860044
ENSG00000023608	SNAPC1	5.020039641
ENSG00000255398	HCAR3	5.014291357
ENSG00000170921	TANC2	5.009673104
ENSG00000189362	TMEM194B	5.007664905
ENSG00000167772	ANGPTL4	4.994149416
ENSG00000134013	LOXL2	4.986005914
ENSG00000086544	ITPKC	4.983778854
ENSG00000197565	COL4A6	4.9819974
ENSG00000217801	RP11-465B22.3	4.979240067
ENSG00000157227	MMP14	4.972731217
ENSG00000180739	S1PR5	4.970196721
ENSG00000148841	ITPRIP	4.960991318
ENSG00000185650	ZFP36L1	4.927582547
ENSG00000160360	GPSM1	4.924764997
ENSG00000156535	CD109	4.91832071
ENSG00000125871	C20orf72	4.91352754
ENSG00000197535	MYO5A	4.909493194
ENSG00000175315	CST6	4.892643771
ENSG00000168209	DDIT4	4.877159063
ENSG00000163364	AC017048.3	4.872454513
ENSG00000187260	WDR86	4.864047695
ENSG00000137440	FGFBP1	4.854602601
ENSG00000117385	LEPRE1	4.85143164
ENSG00000173457	PPP1R14B	4.851428508
ENSG00000171310	CHST11	4.848561605
ENSG00000185100	ADSSL1	4.848283748
ENSG00000106366	SERPINE1	4.847852785
ENSG00000255346	NOX5	4.847628255
ENSG00000186684	CYP27C1	4.843424647
ENSG00000123977	WDR69	4.841156583
ENSG00000101680	LAMA1	4.834715905
ENSG00000020577	SAMD4A	4.834390221
ENSG00000175866	BAIAP2	4.834354505
ENSG00000126790	L3HYPDH	4.833240518
ENSG00000125726	CD70	4.827233446
ENSG00000148344	PTGES	4.825809194
ENSG00000073150	PANX2	4.822207945
ENSG00000187193	MT1X	4.813591777
ENSG00000108700	CCL8	4.805866889
ENSG00000120217	CD274	4.80584259
ENSG00000269690	AC096677.1	4.805122703
ENSG00000057149	SERPINB3	4.804815769
ENSG00000085840	ORC1	4.803271685
ENSG00000137094	DNAJB5	4.793740542
ENSG00000135074	ADAM19	4.78727156
ENSG00000146416	AIG1	4.783913124
ENSG00000231298	RP11-117P22.1	4.778022418
ENSG00000123892	RAB38	4.773487698
ENSG00000152413	HOMER1	4.773366268
ENSG00000153317	ASAP1	4.770216227
ENSG00000135636	DYSF	4.765376136
ENSG00000173465	SSSCA1	4.764740629
ENSG00000181085	MAPK15	4.748882109
ENSG00000102359	SRPX2	4.742343706
ENSG00000223573	PLAC2	4.741642681
ENSG00000135318	NT5E	4.736999646
ENSG00000115318	LOXL3	4.735722828
ENSG00000167779	IGFBP6	4.7325588
ENSG00000149380	P4HA3	4.732095311
ENSG00000137807	KIF23	4.722684373
ENSG00000136244	IL6	4.71914392
ENSG00000159450	TCHH	4.716136
ENSG00000152104	PTPN14	4.714089804
ENSG00000016602	CLCA4	4.711493852
ENSG00000171444	MCC	4.710380645
ENSG00000123496	IL13RA2	4.706580407
ENSG00000151023	ENKUR	4.698255345
ENSG00000250469	XXyac-YR14BB7.1	4.695193226
ENSG00000106080	FKBP14	4.693959022
ENSG00000143429	AC027612.6	4.693207621
ENSG00000178726	THBD	4.69295384
ENSG00000171084	FAM86JP	4.691032445
ENSG00000147536	GINS4	4.689925165
ENSG00000011426	ANLN	4.681490304
ENSG00000188015	S100A3	4.68059538
ENSG00000171388	APLN	4.680119079
ENSG00000145715	RASA1	4.68008318
ENSG00000116670	MAD2L2	4.67504982
ENSG00000065328	MCM10	4.674714062
ENSG00000166250	CLMP	4.674710151
ENSG00000123689	G0S2	4.673949732
ENSG00000105141	CASP14	4.672287921
ENSG00000181333	HEPHL1	4.669080996
ENSG00000171867	PRNP	4.66544165
ENSG00000189280	GJB5	4.66514043
ENSG00000140859	KIFC3	4.664776462
ENSG00000165891	E2F7	4.66442329
ENSG00000228649	AC005682.5	4.657414074
ENSG00000197457	STMN3	4.655991593
ENSG00000146112	PPP1R18	4.653131834
ENSG00000143847	PPFIA4	4.651395276
ENSG00000184014	DENND5A	4.650665405
ENSG00000138131	LOXL4	4.642943917
ENSG00000006016	CRLF1	4.628274482
ENSG00000165799	RNASE7	4.627927022
ENSG00000174945	AMZ1	4.619648625
ENSG00000163629	PTPN13	4.619125096
ENSG00000110852	CLEC2B	4.616602487
ENSG00000108960	MMD	4.612517061
ENSG00000103855	CD276	4.608669703
ENSG00000230069	LRRC37A15P	4.606169506
ENSG00000108950	FAM20A	4.603390302
ENSG00000150687	PRSS23	4.596490813
ENSG00000162746	FCRLB	4.590518932
ENSG00000167123	CERCAM	4.587356416
ENSG00000185340	GAS2L1	4.578749607
ENSG00000177674	AGTRAP	4.556688452
ENSG00000134955	SLC37A2	4.553973076
ENSG00000078900	TP73	4.552732509
ENSG00000169607	CKAP2L	4.550178346
ENSG00000172167	MTBP	4.547254294
ENSG00000204542	C6orf15	4.543803179
ENSG00000151967	SCHIP1	4.538710097
ENSG00000115414	FN1	4.536761553
ENSG00000198554	WDHD1	4.527455322
ENSG00000214049	UCA1	4.523980349
ENSG00000100097	LGALS1	4.523127257
ENSG00000130598	TNNI2	4.515296409
ENSG00000154217	PITPNC1	4.514475929
ENSG00000046653	GPM6B	4.507027632
ENSG00000151835	SACS	4.506393633
ENSG00000198768	APCDD1L	4.505627672
ENSG00000140443	IGF1R	4.49538302
ENSG00000141526	SLC16A3	4.495102404
ENSG00000221968	FADS3	4.488294663
ENSG00000127129	EDN2	4.481945589
ENSG00000185479	KRT6B	4.466076269
ENSG00000197646	PDCD1LG2	4.464868948
ENSG00000137975	CLCA2	4.456649547
ENSG00000071054	MAP4K4	4.454842715
ENSG00000149257	SERPINH1	4.452682278
ENSG00000134802	SLC43A3	4.442802876
ENSG00000112208	BAG2	4.440422692
ENSG00000134830	GPR77	4.437188593
ENSG00000188976	NOC2L	4.436588847
ENSG00000163918	RFC4	4.430613024
ENSG00000137745	MMP13	4.425019405
ENSG00000070731	ST6GALNAC2	4.421796779
ENSG00000054967	RELT	4.421712652
ENSG00000141696	LEPREL4	4.418199481
ENSG00000109667	SLC2A9	4.414250725
ENSG00000185614	FAM212A	4.410294474
ENSG00000110400	PVRL1	4.41005285
ENSG00000053372	MRTO4	4.408933489
ENSG00000089685	BIRC5	4.404823064
ENSG00000090975	PITPNM2	4.395914262
ENSG00000224837	GCSHP5	4.39359165
ENSG00000186891	TNFRSF18	4.390735855
ENSG00000153250	RBMS1	4.377133544
ENSG00000105048	TNNT1	4.370966196
ENSG00000103876	FAH	4.369145183
ENSG00000238266	RP11-799O21.1	4.364985332
ENSG00000131015	ULBP2	4.359585926
ENSG00000255730	CTC-435M10.3	4.358146099
ENSG00000174130	TLR6	4.357575826
ENSG00000203760	CENPW	4.355961263
ENSG00000146670	CDCA5	4.355814417
ENSG00000059804	SLC2A3	4.339465558
ENSG00000249395	RP11-697M17.1	4.33562224
ENSG00000083444	PLOD1	4.334575388
ENSG00000163209	SPRR3	4.334388597
ENSG00000125520	SLC2A4RG	4.333593082
ENSG00000129680	MAP7D3	4.332603744
ENSG00000100625	SIX4	4.332558129
ENSG00000025708	TYMP	4.329742794
ENSG00000143546	S100A8	4.325308907
ENSG00000184916	JAG2	4.32401803
ENSG00000217648	RP1-95L4.4	4.317155147
ENSG00000167549	CORO6	4.310050963
ENSG00000171401	KRT13	4.305256064
ENSG00000223784	RP11-554I8.2	4.304690338
ENSG00000165886	UBTD1	4.304642595
ENSG00000165912	PACSIN3	4.301483129
ENSG00000198796	ALPK2	4.290845892
ENSG00000063660	GPC1	4.290769644
ENSG00000113083	LOX	4.286675211
ENSG00000188042	ARL4C	4.281877405
ENSG00000197467	COL13A1	4.280606364
ENSG00000136859	ANGPTL2	4.280292519
ENSG00000155090	KLF10	4.27986419
ENSG00000074800	ENO1	4.279042525
ENSG00000151790	TDO2	4.278383939
ENSG00000179294	C17orf96	4.276513585
ENSG00000205809	KLRC2	4.271800209
ENSG00000123610	TNFAIP6	4.257686423
ENSG00000162783	IER5	4.242901538
ENSG00000166173	LARP6	4.242049324
ENSG00000067225	PKM	4.237846258
ENSG00000237892	KLF7-IT1	4.232081305
ENSG00000167862	ICT1	4.231663696
ENSG00000112984	KIF20A	4.229896216
ENSG00000060558	GNA15	4.228974069
ENSG00000142173	COL6A2	4.228290844
ENSG00000081277	PKP1	4.223291478
ENSG00000243566	UPK3B	4.214694298
ENSG00000171056	SOX7	4.214186709
ENSG00000124731	TREM1	4.20998929
ENSG00000140848	CPNE2	4.208365253
ENSG00000005884	ITGA3	4.206334887
ENSG00000158270	COLEC12	4.203165742
ENSG00000267368	UPK3BL	4.199080502
ENSG00000198743	SLC5A3	4.19756687
ENSG00000206073	SERPINB4	4.193178711
ENSG00000102802	MEDAG	4.192063905
ENSG00000142871	CYR61	4.192003358
ENSG00000145536	ADAMTS16	4.19060092
ENSG00000240764	PCDHGC5	4.18718209
ENSG00000117399	CDC20	4.179496164
ENSG00000127423	AUNIP	4.178144937
ENSG00000145681	HAPLN1	4.17627291
ENSG00000163359	COL6A3	4.175470819
ENSG00000111817	DSE	4.165407777
ENSG00000134574	DDB2	4.163963569
ENSG00000141756	FKBP10	4.159832193
ENSG00000205426	KRT81	4.158571643
ENSG00000170961	HAS2	4.155063025
ENSG00000213903	LTB4R	4.150604451
ENSG00000121690	DEPDC7	4.146889638
ENSG00000088827	SIGLEC1	4.146465541
ENSG00000131944	C19orf40	4.141838527
ENSG00000266127	RP11-474N24.2	4.138415534
ENSG00000128422	KRT17	4.137696199
ENSG00000233488	AC108463.3	4.137296655
ENSG00000175063	UBE2C	4.134916121
ENSG00000183671	GPR1	4.131564581
ENSG00000182963	GJC1	4.11369834
ENSG00000186185	KIF18B	4.104617801
ENSG00000176788	BASP1	4.10299597
ENSG00000160207	HSF2BP	4.098971232
ENSG00000154134	ROBO3	4.093347899
ENSG00000099625	C19orf26	4.088918331
ENSG00000070371	CLTCL1	4.086858203
ENSG00000130487	KLHDC7B	4.073091913
ENSG00000214922	HLA-F-AS1	4.071986213
ENSG00000104447	TRPS1	4.071538173
ENSG00000234231	AC093616.4	4.070371587
ENSG00000249859	PVT1	4.070053035
ENSG00000121904	CSMD2	4.06796857
ENSG00000149554	CHEK1	4.067821937
ENSG00000132535	DLG4	4.056468613
ENSG00000173156	RHOD	4.052946792
ENSG00000106571	GLI3	4.050389967
ENSG00000153044	CENPH	4.044754579
ENSG00000130508	PXDN	4.044511336
ENSG00000102024	PLS3	4.043270289
ENSG00000170542	SERPINB9	4.042921525
ENSG00000167034	NKX3-1	4.042146966
ENSG00000206195	AP000525.8	4.042135342
ENSG00000121281	ADCY7	4.039962241
ENSG00000064886	CHI3L2	4.038567265
ENSG00000142046	TMEM91	4.038241261
ENSG00000181938	GINS3	4.037019359
ENSG00000001617	SEMA3F	4.032196042
ENSG00000087245	MMP2	4.030947212
ENSG00000229124	RP11-124N14.4	4.030504944
ENSG00000177732	SOX12	4.030346868
ENSG00000173546	CSPG4	4.023194604
ENSG00000173599	PC	4.017603604
ENSG00000168393	DTYMK	4.015379221
ENSG00000157456	CCNB2	4.013330457
ENSG00000117877	CD3EAP	4.010340971
ENSG00000189120	SP6	4.009962078
ENSG00000088325	TPX2	3.999618726
ENSG00000244682	FCGR2C	3.994748328
ENSG00000123485	HJURP	3.99189137
ENSG00000126391	FRMD8	3.991104248
ENSG00000213123	TCTEX1D2	3.989199212
ENSG00000182752	PAPPA	3.987864696
ENSG00000102384	CENPI	3.985937067
ENSG00000137710	RDX	3.984972818
ENSG00000188677	PARVB	3.981158077
ENSG00000088882	CPXM1	3.979764747
ENSG00000170425	ADORA2B	3.979554855
ENSG00000256304	RP11-512M8.3	3.973824995
ENSG00000142731	PLK4	3.973028281
ENSG00000169474	SPRR1A	3.972233358
ENSG00000103313	MEFV	3.971900612
ENSG00000092853	CLSPN	3.971308229
ENSG00000175352	NRIP3	3.964024098
ENSG00000125618	PAX8	3.962670623
ENSG00000049449	RCN1	3.959572479
ENSG00000213412	RP11-314P12.3	3.955690073
ENSG00000006327	TNFRSF12A	3.954170428
ENSG00000168461	RAB31	3.953344559
ENSG00000154133	ROBO4	3.947998822
ENSG00000102302	FGD1	3.947660927
ENSG00000085999	RAD54L	3.947034323
ENSG00000225210	AL589743.1	3.946283077
ENSG00000162757	C1orf74	3.941783214
ENSG00000164611	PTTG1	3.935781438
ENSG00000136155	SCEL	3.935110479
ENSG00000198959	TGM2	3.928700144
ENSG00000128340	RAC2	3.924825171
ENSG00000233621	RP11-422J8.1	3.923866416
ENSG00000011028	MRC2	3.923330109
ENSG00000113739	STC2	3.920164339
ENSG00000149548	CCDC15	3.916010194
ENSG00000136802	LRRC8A	3.913505058
ENSG00000235385	GS1-600G8.5	3.912623298
ENSG00000165474	GJB2	3.908079536
ENSG00000104419	NDRG1	3.906148332
ENSG00000161249	DMKN	3.904038531
ENSG00000206538	VGLL3	3.902642911
ENSG00000139324	TMTC3	3.901777784
ENSG00000167900	TK1	3.900978984
ENSG00000178776	C5orf46	3.893049878
ENSG00000161513	FDXR	3.891766508
ENSG00000087510	TFAP2C	3.891455179
ENSG00000151632	AKR1C2	3.885978575
ENSG00000105810	CDK6	3.884755404
ENSG00000158023	WDR66	3.884113912
ENSG00000250644	RP11-295K3.1	3.877067733
ENSG00000148926	ADM	3.87706461
ENSG00000181374	CCL13	3.8736809
ENSG00000225217	HSPA7	3.873496963
ENSG00000171241	SHCBP1	3.872828826
ENSG00000196639	HRH1	3.869690012
ENSG00000118898	PPL	3.867962906
ENSG00000136114	THSD1	3.862839603
ENSG00000042062	FAM65C	3.861040751
ENSG00000172061	LRRC15	3.860868752
ENSG00000131203	IDO1	3.860298057
ENSG00000137801	THBS1	3.853157755
ENSG00000108106	UBE2S	3.852267032
ENSG00000111799	COL12A1	3.848747898
ENSG00000075275	CELSR1	3.843253269
ENSG00000058091	CDK14	3.842880059
ENSG00000225950	NTF4	3.838690975
ENSG00000142178	SIK1	3.832846125
ENSG00000185686	PRAME	3.832034284
ENSG00000168970	JMJD7-PLA2G4B	3.829859029
ENSG00000140534	TICRR	3.824591089
ENSG00000141622	RNF165	3.823643813
ENSG00000051180	RAD51	3.822799372
ENSG00000170727	BOP1	3.818625078
ENSG00000167759	KLK13	3.80581884
ENSG00000148082	SHC3	3.79729945
ENSG00000232956	SNHG15	3.792891484
ENSG00000181143	MUC16	3.792548596
ENSG00000121152	NCAPH	3.785191049
ENSG00000197191	C9orf169	3.784560526
ENSG00000196584	XRCC2	3.7845564
ENSG00000137558	PI15	3.78299165
ENSG00000167601	AXL	3.782475049
ENSG00000122884	P4HA1	3.780696512
ENSG00000134294	SLC38A2	3.772030401
ENSG00000228742	RP5-884M6.1	3.766552503
ENSG00000175793	SFN	3.765513014
ENSG00000181544	FANCB	3.761732045
ENSG00000072682	P4HA2	3.759247111
ENSG00000140945	CDH13	3.757709761
ENSG00000136378	ADAMTS7	3.750409217
ENSG00000198108	CHSY3	3.748137245
ENSG00000126749	EMG1	3.747911849
ENSG00000196083	IL1RAP	3.747098399
ENSG00000167550	RHEBL1	3.745410512
ENSG00000253837	RP11-177H13.2	3.745065323
ENSG00000234869	RP3-439F8.1	3.732641615
ENSG00000196604	POTEF	3.732393808
ENSG00000111640	GAPDH	3.730902626
ENSG00000205464	ATP6AP1L	3.729418582
ENSG00000166394	CYB5R2	3.723797125
ENSG00000160957	RECQL4	3.722628293
ENSG00000128595	CALU	3.722418717
ENSG00000177508	IRX3	3.721502417
ENSG00000115919	KYNU	3.714089424
ENSG00000182809	CRIP2	3.713068454
ENSG00000128641	MYO1B	3.712142585
ENSG00000215020	AL591684.1	3.710130476
ENSG00000198910	L1CAM	3.709910227
ENSG00000105329	TGFB1	3.709558733
ENSG00000171346	KRT15	3.705458561
ENSG00000104415	WISP1	3.705125569
ENSG00000093009	CDC45	3.703858599
ENSG00000131459	GFPT2	3.703848613
ENSG00000243444	PALM2	3.703745363
ENSG00000163141	BNIPL	3.699952668
ENSG00000112769	LAMA4	3.698943756
ENSG00000147065	MSN	3.697561021
ENSG00000197696	NMB	3.696749714
ENSG00000133800	LYVE1	3.693353481
ENSG00000143702	CEP170	3.69087375
ENSG00000034063	UHRF1	3.690206484
ENSG00000152952	PLOD2	3.68950539
ENSG00000241990	RP6-109B7.3	3.688737777
ENSG00000165046	LETM2	3.688459734
ENSG00000244306	CTD-2314B22.3	3.68720443
ENSG00000115041	KCNIP3	3.686688589
ENSG00000256500	KLC1	3.684079209
ENSG00000185567	AHNAK2	3.683935411
ENSG00000254860	TMEM9B-AS1	3.68028029
ENSG00000131153	GINS2	3.67934705
ENSG00000204856	FAM216A	3.67542716
ENSG00000168621	GDNF	3.67533296
ENSG00000226419	RP11-31F15.1	3.674278292
ENSG00000133110	POSTN	3.673687284
ENSG00000162723	SLAMF9	3.667453125
ENSG00000171517	LPAR3	3.665460033
ENSG00000198826	ARHGAP11A	3.661858434
ENSG00000146242	TPBG	3.660458611
ENSG00000143882	ATP6V1C2	3.659585099
ENSG00000178150	ZNF114	3.655464259
ENSG00000135451	TROAP	3.651859491
ENSG00000147650	LRP12	3.650882843
ENSG00000107130	NCS1	3.650153635
ENSG00000196337	CGB7	3.640934047
ENSG00000169245	CXCL10	3.637665522
ENSG00000091879	ANGPT2	3.634289876
ENSG00000177469	PTRF	3.630094406
ENSG00000089159	PXN	3.62955889
ENSG00000187840	EIF4EBP1	3.624368888
ENSG00000071909	MYO3B	3.62411924
ENSG00000111674	ENO2	3.624000561
ENSG00000197381	ADARB1	3.623751937
ENSG00000119630	PGF	3.613310961
ENSG00000108821	COL1A1	3.607432447
ENSG00000104881	PPP1R13L	3.604606652
ENSG00000143845	ETNK2	3.603791745
ENSG00000185519	FAM131C	3.603349072
ENSG00000158859	ADAMTS4	3.602761693
ENSG00000142945	KIF2C	3.597553478
ENSG00000134333	LDHA	3.593075752
ENSG00000164929	BAALC	3.590946755
ENSG00000117069	ST6GALNAC5	3.582867637
ENSG00000139211	AMIGO2	3.579222295
ENSG00000157680	DGKI	3.577362761
ENSG00000173267	SNCG	3.576453549
ENSG00000124813	RUNX2	3.57543908
ENSG00000074657	ZNF532	3.570054595
ENSG00000144476	CXCR7	3.569206748
ENSG00000166483	WEE1	3.568520678
ENSG00000228340	RP5-1043L13.1	3.568177738
